State,City,Crop,pH soil,Area (ha),avgTemp,Rainfall (mm),Yield (ton/ha),Avg_smlvl,Soil Type,Nutrient Level,Credit Score,Risk Category,Risk Category Encoded,Predicted Risk Category,Risk Score (%)
Gujarat,Surat,Rice,4.0,9701,24,205,5.742182051951182,16.0,Mixed Soil,Low,798,Low Risk,1,1,32
Gujarat,Surat,Sugarcane,4.0,112401,22,451,8.776512139629954,16.0,Mixed Soil,Low,129,Very High Risk,4,4,97
Gujarat,Surat,Bajra,4.0,401,22,1069,6.202176561124919,16.0,Mixed Soil,Low,247,Very High Risk,4,4,95
Gujarat,Surat,Groundnut,4.0,4901,22,1069,8.47887322744743,16.0,Mixed Soil,Low,185,Very High Risk,4,4,102
Gujarat,Surat,Jowar,4.0,22301,22,1069,6.425019025858621,16.0,Mixed Soil,Low,132,Very High Risk,4,4,97
Gujarat,Surat,Maize,4.0,801,22,1069,4.0897864242599375,16.0,Mixed Soil,Low,119,Very High Risk,4,4,97
Gujarat,Surat,Rice,4.0,54601,22,1069,4.136778209247227,16.0,Mixed Soil,Low,264,Very High Risk,4,4,105
Gujarat,Surat,Jowar,4.0,6401,19,13,8.768285471754346,16.0,Mixed Soil,Low,863,Very Low Risk,0,0,2
Gujarat,Surat,Wheat,4.0,9201,19,13,3.852453173573101,16.0,Mixed Soil,Low,854,Very Low Risk,0,0,6
Gujarat,Surat,Bajra,4.0,101,24,226,4.950075564322599,16.0,Mixed Soil,Low,777,Low Risk,1,1,23
Gujarat,Surat,Groundnut,4.0,3101,24,226,2.820585534087125,16.0,Mixed Soil,Low,774,Low Risk,1,1,24
Gujarat,Surat,Rice,4.0,6201,24,226,8.555767967159799,16.0,Mixed Soil,Low,703,Low Risk,1,1,29
Gujarat,Surat,Sugarcane,4.0,101401,21,436,6.315127966770039,16.0,Mixed Soil,Low,125,Very High Risk,4,4,96
Gujarat,Surat,Bajra,4.0,301,23,1076,3.3157207085608773,16.0,Mixed Soil,Low,147,Very High Risk,4,4,103
Gujarat,Surat,Groundnut,4.0,5001,23,1076,3.5715365843772275,16.0,Mixed Soil,Low,154,Very High Risk,4,4,105
Gujarat,Surat,Jowar,4.0,16301,23,1076,7.043468399582949,16.0,Mixed Soil,Low,296,Very High Risk,4,4,103
Gujarat,Surat,Maize,4.0,901,23,1076,9.687754879851024,16.0,Mixed Soil,Low,111,Very High Risk,4,4,103
Gujarat,Surat,Rice,4.0,60701,23,1076,2.102987365788743,16.0,Mixed Soil,Low,287,Very High Risk,4,4,106
Gujarat,Surat,Jowar,4.0,2401,19,15,8.97326893011245,16.0,Mixed Soil,Low,887,Very Low Risk,0,0,9
Gujarat,Surat,Wheat,4.0,6201,19,15,4.977479158684487,16.0,Mixed Soil,Low,886,Very Low Risk,0,0,1
Gujarat,Surat,Groundnut,4.0,3201,23,225,5.340135737153344,16.0,Mixed Soil,Low,827,Low Risk,1,1,28
Gujarat,Surat,Maize,4.0,901,23,225,6.592069511136127,16.0,Mixed Soil,Low,703,Low Risk,1,1,34
Gujarat,Surat,Rice,4.0,18901,23,225,3.348506787482883,16.0,Mixed Soil,Low,513,Medium Risk,2,2,65
Gujarat,Surat,Sugarcane,4.0,98901,22,438,7.374139324834849,16.0,Mixed Soil,Low,151,Very High Risk,4,4,98
Gujarat,Surat,Groundnut,4.0,4801,22,1079,6.922275208571193,16.0,Mixed Soil,Low,256,Very High Risk,4,4,99
Gujarat,Surat,Jowar,4.0,16501,22,1079,4.408017038657734,16.0,Mixed Soil,Low,247,Very High Risk,4,4,105
Gujarat,Surat,Maize,4.0,1001,22,1079,2.07703878937933,16.0,Mixed Soil,Low,130,Very High Risk,4,4,98
Gujarat,Surat,Rice,4.0,52301,22,1079,9.12184287494329,16.0,Mixed Soil,Low,100,Very High Risk,4,4,104
Gujarat,Surat,Jowar,4.0,1701,19,14,6.051638709064453,16.0,Mixed Soil,Low,896,Very Low Risk,0,0,5
Gujarat,Surat,Maize,4.0,1001,19,14,9.849048433681158,16.0,Mixed Soil,Low,869,Very Low Risk,0,0,11
Gujarat,Surat,Wheat,4.0,8001,19,14,8.171827878762318,16.0,Mixed Soil,Low,872,Very Low Risk,0,0,5
Gujarat,Surat,Groundnut,4.0,3201,23,230,5.959037920936287,16.0,Mixed Soil,Low,757,Low Risk,1,1,28
Gujarat,Surat,Maize,4.0,1001,23,230,9.09307666955586,16.0,Mixed Soil,Low,826,Low Risk,1,1,23
Gujarat,Surat,Rice,4.0,19001,23,230,7.759523800425019,16.0,Mixed Soil,Low,699,Medium Risk,2,2,51
Gujarat,Surat,Sugarcane,4.0,105901,21,441,9.934161714497456,16.0,Mixed Soil,Low,153,Very High Risk,4,4,104
Gujarat,Surat,Groundnut,4.0,801,23,1515,9.000720050614785,16.0,Mixed Soil,Low,116,Very High Risk,4,4,100
Gujarat,Surat,Jowar,4.0,6401,23,1515,8.700234529433057,16.0,Mixed Soil,Low,300,Very High Risk,4,4,109
Gujarat,Surat,Maize,4.0,1401,23,1515,8.74012837178273,16.0,Mixed Soil,Low,194,Very High Risk,4,4,109
Gujarat,Surat,Rice,4.0,39701,23,1515,5.04927930726448,16.0,Mixed Soil,Low,292,Very High Risk,4,4,106
Gujarat,Surat,Jowar,4.0,2701,19,15,5.854047608242538,16.0,Mixed Soil,Low,874,Very Low Risk,0,0,13
Gujarat,Surat,Wheat,4.0,8101,19,15,5.476679994507446,16.0,Mixed Soil,Low,881,Very Low Risk,0,0,4
Gujarat,Surat,Groundnut,4.0,1101,24,236,6.159304220398704,16.0,Mixed Soil,Low,735,Low Risk,1,1,23
Gujarat,Surat,Rice,4.0,8901,24,236,7.647215696738222,16.0,Mixed Soil,Low,579,Medium Risk,2,2,66
Gujarat,Surat,Sugarcane,4.0,84401,22,589,5.33572884917734,16.0,Mixed Soil,Low,209,Very High Risk,4,4,100
Gujarat,Tapi,Groundnut,4.0,2901,26,1254,5.89971903092515,16.0,Mixed Soil,Low,295,Very High Risk,4,4,108
Gujarat,Tapi,Jowar,4.0,20201,26,1254,8.026012128775232,16.0,Mixed Soil,Low,298,Very High Risk,4,4,102
Gujarat,Tapi,Maize,4.0,1601,26,1254,4.23079424691175,16.0,Mixed Soil,Low,142,Very High Risk,4,4,99
Gujarat,Tapi,Rice,4.0,25701,26,1254,6.559644426195376,16.0,Mixed Soil,Low,282,Very High Risk,4,4,102
Gujarat,Tapi,Jowar,4.0,4101,21,15,2.387743433572089,16.0,Mixed Soil,Low,864,Very Low Risk,0,0,2
Gujarat,Tapi,Wheat,4.0,4901,21,15,7.819294626985251,16.0,Mixed Soil,Low,873,Very Low Risk,0,0,5
Gujarat,Tapi,Groundnut,4.0,5901,27,265,9.249496459396884,16.0,Mixed Soil,Low,520,Medium Risk,2,2,62
Gujarat,Tapi,Rice,4.0,701,27,265,6.107613629250055,16.0,Mixed Soil,Low,778,Low Risk,1,1,22
Gujarat,Tapi,Sugarcane,4.0,19501,24,511,4.126023363011344,16.0,Mixed Soil,Low,247,Very High Risk,4,4,105
Gujarat,Tapi,Groundnut,4.0,2501,25,1291,6.349571885455156,16.0,Mixed Soil,Low,158,Very High Risk,4,4,102
Gujarat,Tapi,Jowar,4.0,25301,25,1291,6.708294599014673,16.0,Mixed Soil,Low,215,Very High Risk,4,4,98
Gujarat,Tapi,Maize,4.0,1401,25,1291,6.074468784453238,16.0,Mixed Soil,Low,126,Very High Risk,4,4,109
Gujarat,Tapi,Rice,4.0,29401,25,1291,2.4549347127127588,16.0,Mixed Soil,Low,268,Very High Risk,4,4,108
Gujarat,Tapi,Jowar,4.0,2501,21,16,2.625922067791836,16.0,Mixed Soil,Low,898,Very Low Risk,0,0,14
Gujarat,Tapi,Wheat,4.0,4001,21,16,5.277421999423744,16.0,Mixed Soil,Low,851,Very Low Risk,0,0,1
Gujarat,Tapi,Bajra,4.0,101,26,243,9.108037327390914,16.0,Mixed Soil,Low,737,Low Risk,1,1,22
Gujarat,Tapi,Groundnut,4.0,5101,26,243,2.080312031789928,16.0,Mixed Soil,Low,737,Low Risk,1,1,29
Gujarat,Tapi,Rice,4.0,701,26,243,8.268100911517063,16.0,Mixed Soil,Low,841,Low Risk,1,1,26
Gujarat,Tapi,Sugarcane,4.0,15801,24,516,6.216379319775241,16.0,Mixed Soil,Low,146,Very High Risk,4,4,109
Gujarat,Tapi,Bajra,4.0,101,25,1226,2.703487454666143,16.0,Mixed Soil,Low,297,Very High Risk,4,4,96
Gujarat,Tapi,Groundnut,4.0,3101,25,1226,9.470212922697838,16.0,Mixed Soil,Low,156,Very High Risk,4,4,102
Gujarat,Tapi,Jowar,4.0,13101,25,1226,7.992661866720663,16.0,Mixed Soil,Low,270,Very High Risk,4,4,99
Gujarat,Tapi,Maize,4.0,1001,25,1226,6.366601688870614,16.0,Mixed Soil,Low,130,Very High Risk,4,4,107
Gujarat,Tapi,Rice,4.0,35401,25,1226,9.11829263740115,16.0,Mixed Soil,Low,109,Very High Risk,4,4,96
Gujarat,Tapi,Jowar,4.0,4801,22,18,3.740615488967233,16.0,Mixed Soil,Low,871,Very Low Risk,0,0,0
Gujarat,Tapi,Wheat,4.0,5301,22,18,7.535239900360643,16.0,Mixed Soil,Low,894,Very Low Risk,0,0,14
Gujarat,Tapi,Groundnut,4.0,10101,26,245,8.981073693522532,16.0,Mixed Soil,Low,818,Low Risk,1,1,30
Gujarat,Tapi,Maize,4.0,301,26,245,3.3162073253402093,16.0,Mixed Soil,Low,801,Low Risk,1,1,28
Gujarat,Tapi,Rice,4.0,2601,26,245,4.292764097521542,16.0,Mixed Soil,Low,738,Low Risk,1,1,25
Gujarat,Tapi,Sugarcane,4.0,10101,24,496,7.458163347894097,16.0,Mixed Soil,Low,228,Very High Risk,4,4,108
Gujarat,Tapi,Groundnut,4.0,3301,25,1231,7.243442949439109,16.0,Mixed Soil,Low,143,Very High Risk,4,4,102
Gujarat,Tapi,Jowar,4.0,15401,25,1231,5.987728825106328,16.0,Mixed Soil,Low,272,Very High Risk,4,4,96
Gujarat,Tapi,Maize,4.0,601,25,1231,5.688773738181392,16.0,Mixed Soil,Low,203,Very High Risk,4,4,96
Gujarat,Tapi,Rice,4.0,47301,25,1231,2.0685912624957687,16.0,Mixed Soil,Low,125,Very High Risk,4,4,104
Gujarat,Tapi,Jowar,4.0,2801,22,17,4.741233435250404,16.0,Mixed Soil,Low,871,Very Low Risk,0,0,2
Gujarat,Tapi,Maize,4.0,601,22,17,3.5748593995284947,16.0,Mixed Soil,Low,885,Very Low Risk,0,0,0
Gujarat,Tapi,Wheat,4.0,5401,22,17,8.634318208051518,16.0,Mixed Soil,Low,882,Very Low Risk,0,0,10
Gujarat,Tapi,Groundnut,4.0,10101,26,260,7.593521437419787,16.0,Mixed Soil,Low,515,Medium Risk,2,2,56
Gujarat,Tapi,Rice,4.0,2601,26,260,7.162252039457948,16.0,Mixed Soil,Low,671,Medium Risk,2,2,64
Gujarat,Tapi,Sugarcane,4.0,18101,24,503,5.491844629595825,16.0,Mixed Soil,Low,195,Very High Risk,4,4,98
Gujarat,Tapi,Groundnut,4.0,2201,25,1332,9.85580601933922,16.0,Mixed Soil,Low,226,Very High Risk,4,4,105
Gujarat,Tapi,Jowar,4.0,16201,25,1332,7.073584583395871,16.0,Mixed Soil,Low,206,Very High Risk,4,4,101
Gujarat,Tapi,Maize,4.0,901,25,1332,3.704951247440986,16.0,Mixed Soil,Low,158,Very High Risk,4,4,99
Gujarat,Tapi,Rice,4.0,45801,25,1332,6.898478494138447,16.0,Mixed Soil,Low,237,Very High Risk,4,4,106
Gujarat,Tapi,Jowar,4.0,3501,22,15,3.0731529921397645,16.0,Mixed Soil,Low,874,Very Low Risk,0,0,6
Gujarat,Tapi,Wheat,4.0,5001,22,15,9.95459265197598,16.0,Mixed Soil,Low,862,Very Low Risk,0,0,1
Gujarat,Tapi,Bajra,4.0,101,27,240,8.11151491898178,16.0,Mixed Soil,Low,732,Low Risk,1,1,26
Gujarat,Tapi,Groundnut,4.0,5901,27,240,4.60459635012838,16.0,Mixed Soil,Low,720,Low Risk,1,1,33
Gujarat,Tapi,Rice,4.0,901,27,240,4.923676949197577,16.0,Mixed Soil,Low,712,Low Risk,1,1,25
Gujarat,Tapi,Sugarcane,4.0,22401,24,529,9.3852451373399,16.0,Mixed Soil,Low,474,High Risk,3,3,88
Gujarat,Vadodara,Bajra,4.0,12101,31,812,2.641799605317919,16.0,Mixed Soil,Low,443,High Risk,3,3,87
Gujarat,Vadodara,Groundnut,4.0,2701,31,812,9.5723765444641,16.0,Mixed Soil,Low,318,High Risk,3,3,91
Gujarat,Vadodara,Jowar,4.0,4801,31,812,9.482760533398,16.0,Mixed Soil,Low,315,High Risk,3,3,96
Gujarat,Vadodara,Jowar,4.0,21201,25,19,4.127495995240919,16.0,Mixed Soil,Low,856,Very Low Risk,0,0,10
Gujarat,Vadodara,Wheat,4.0,13901,25,19,9.064804506085173,16.0,Mixed Soil,Low,882,Very Low Risk,0,0,4
Gujarat,Vadodara,Bajra,4.0,6101,31,150,9.538639874171263,16.0,Mixed Soil,Low,791,Low Risk,1,1,20
Gujarat,Vadodara,Groundnut,4.0,10301,31,150,8.16369001648123,16.0,Mixed Soil,Low,723,Low Risk,1,1,28
Gujarat,Vadodara,Maize,4.0,49201,29,327,4.772830137961843,16.0,Mixed Soil,Low,644,Medium Risk,2,2,51
Gujarat,Vadodara,Rice,4.0,54701,29,327,5.198434176501709,16.0,Mixed Soil,Low,625,Medium Risk,2,2,60
Gujarat,Vadodara,Sugarcane,4.0,1401,29,327,8.722163409369308,16.0,Mixed Soil,Low,548,Medium Risk,2,2,58
Gujarat,Vadodara,Bajra,4.0,6901,30,817,3.4880644511478955,16.0,Mixed Soil,Low,446,High Risk,3,3,89
Gujarat,Vadodara,Groundnut,4.0,1601,30,817,4.128939056772549,16.0,Mixed Soil,Low,412,High Risk,3,3,81
Gujarat,Vadodara,Jowar,4.0,4301,30,817,7.880897605088105,16.0,Mixed Soil,Low,327,High Risk,3,3,86
Gujarat,Vadodara,Maize,4.0,46601,30,817,3.1125327595674115,16.0,Mixed Soil,Low,362,High Risk,3,3,92
Gujarat,Vadodara,Rice,4.0,53501,30,817,6.299965360923803,16.0,Mixed Soil,Low,329,High Risk,3,3,97
Gujarat,Vadodara,Jowar,4.0,15901,25,19,8.98220928043223,16.0,Mixed Soil,Low,885,Very Low Risk,0,0,6
Gujarat,Vadodara,Wheat,4.0,19801,25,19,2.407892365160981,16.0,Mixed Soil,Low,886,Very Low Risk,0,0,14
Gujarat,Vadodara,Bajra,4.0,5901,31,146,4.506199356143413,16.0,Mixed Soil,Low,822,Low Risk,1,1,24
Gujarat,Vadodara,Groundnut,4.0,11101,31,146,6.664024712637073,16.0,Mixed Soil,Low,777,Low Risk,1,1,29
Gujarat,Vadodara,Sugarcane,4.0,3101,29,327,5.603594820809207,16.0,Mixed Soil,Low,646,Medium Risk,2,2,55
Gujarat,Vadodara,Bajra,4.0,7901,29,801,9.952114987208,16.0,Mixed Soil,Low,301,High Risk,3,3,97
Gujarat,Vadodara,Groundnut,4.0,1201,29,801,2.0436925697926664,16.0,Mixed Soil,Low,438,High Risk,3,3,77
Gujarat,Vadodara,Jowar,4.0,4201,29,801,8.262450920595942,16.0,Mixed Soil,Low,344,High Risk,3,3,98
Gujarat,Vadodara,Maize,4.0,49601,29,801,6.228372693479988,16.0,Mixed Soil,Low,382,High Risk,3,3,88
Gujarat,Vadodara,Rice,4.0,48301,29,801,3.822778609424539,16.0,Mixed Soil,Low,482,High Risk,3,3,71
Gujarat,Vadodara,Jowar,4.0,18101,24,18,8.423223439449252,16.0,Mixed Soil,Low,896,Very Low Risk,0,0,1
Gujarat,Vadodara,Wheat,4.0,15101,24,18,3.021862674415569,16.0,Mixed Soil,Low,897,Very Low Risk,0,0,12
Gujarat,Vadodara,Bajra,4.0,6401,31,139,3.1145468311185764,16.0,Mixed Soil,Low,753,Low Risk,1,1,33
Gujarat,Vadodara,Groundnut,4.0,3901,31,139,5.849005001054102,16.0,Mixed Soil,Low,843,Low Risk,1,1,21
Gujarat,Vadodara,Sugarcane,4.0,2101,28,319,7.256047386750844,16.0,Mixed Soil,Low,610,Medium Risk,2,2,57
Gujarat,Vadodara,Bajra,4.0,8101,29,861,6.84864906319956,16.0,Mixed Soil,Low,402,High Risk,3,3,85
Gujarat,Vadodara,Groundnut,4.0,2101,29,861,6.190752564141753,16.0,Mixed Soil,Low,400,High Risk,3,3,71
Gujarat,Vadodara,Jowar,4.0,5801,29,861,9.11684078610152,16.0,Mixed Soil,Low,368,High Risk,3,3,98
Gujarat,Vadodara,Maize,4.0,50201,29,861,2.040110909225003,16.0,Mixed Soil,Low,385,High Risk,3,3,85
Gujarat,Vadodara,Rice,4.0,51501,29,861,2.096628586781554,16.0,Mixed Soil,Low,336,High Risk,3,3,88
Gujarat,Vadodara,Jowar,4.0,10001,25,18,7.984094610567699,16.0,Mixed Soil,Low,860,Very Low Risk,0,0,2
Gujarat,Vadodara,Wheat,4.0,6001,25,18,4.613481453751979,16.0,Mixed Soil,Low,886,Very Low Risk,0,0,6
Gujarat,Vadodara,Bajra,4.0,3201,30,144,3.1832808127195653,16.0,Mixed Soil,Low,808,Low Risk,1,1,34
Gujarat,Vadodara,Groundnut,4.0,1001,30,144,5.673168098996973,16.0,Mixed Soil,Low,702,Low Risk,1,1,25
Gujarat,Vadodara,Sugarcane,4.0,1001,28,341,8.096244219912336,16.0,Mixed Soil,Low,528,Medium Risk,2,2,54
Gujarat,Vadodara,Bajra,4.0,9301,30,818,5.794913764853516,16.0,Mixed Soil,Low,419,High Risk,3,3,89
Gujarat,Vadodara,Groundnut,4.0,2301,30,818,2.215876412748874,16.0,Mixed Soil,Low,433,High Risk,3,3,83
Gujarat,Vadodara,Jowar,4.0,2701,30,818,9.19395526752557,16.0,Mixed Soil,Low,396,High Risk,3,3,89
Gujarat,Vadodara,Maize,4.0,54601,30,818,3.5848531783194035,16.0,Mixed Soil,Low,384,High Risk,3,3,89
Gujarat,Vadodara,Rice,4.0,58601,30,818,2.8502793213803788,16.0,Mixed Soil,Low,301,High Risk,3,3,89
Gujarat,Vadodara,Jowar,4.0,10401,24,19,7.95489143938161,16.0,Mixed Soil,Low,895,Very Low Risk,0,0,2
Gujarat,Vadodara,Wheat,4.0,7301,24,19,5.7553397066304095,16.0,Mixed Soil,Low,862,Very Low Risk,0,0,2
Gujarat,Vadodara,Bajra,4.0,2601,31,140,3.0248813102704526,16.0,Mixed Soil,Low,719,Low Risk,1,1,32
Gujarat,Vadodara,Groundnut,4.0,3101,31,140,3.386340039270105,16.0,Mixed Soil,Low,785,Low Risk,1,1,26
Gujarat,Vadodara,Sugarcane,4.0,1201,28,325,8.51417403211135,16.0,Mixed Soil,Low,618,Medium Risk,2,2,68
Gujarat,Vadodara,Bajra,4.0,10101,30,817,2.4971067714916737,16.0,Mixed Soil,Low,426,High Risk,3,3,88
Gujarat,Vadodara,Groundnut,4.0,1401,30,817,2.3630416465688,16.0,Mixed Soil,Low,383,High Risk,3,3,96
Gujarat,Vadodara,Jowar,4.0,3401,30,817,3.3091159017772247,16.0,Mixed Soil,Low,434,High Risk,3,3,79
Gujarat,Vadodara,Maize,4.0,53801,30,817,2.177591749249052,16.0,Mixed Soil,Low,427,High Risk,3,3,86
Gujarat,Vadodara,Rice,4.0,47201,30,817,2.414926772597169,16.0,Mixed Soil,Low,365,High Risk,3,3,89
Gujarat,Vadodara,Jowar,4.0,9401,24,18,8.794004509411073,16.0,Mixed Soil,Low,850,Very Low Risk,0,0,1
Gujarat,Vadodara,Wheat,4.0,10501,24,18,6.135316044395927,16.0,Mixed Soil,Low,872,Very Low Risk,0,0,11
Gujarat,Vadodara,Bajra,4.0,3601,30,124,8.505411049689279,16.0,Mixed Soil,Low,763,Low Risk,1,1,26
Gujarat,Vadodara,Groundnut,4.0,4101,30,124,6.200229648698387,16.0,Mixed Soil,Low,793,Low Risk,1,1,24
Gujarat,Vadodara,Sugarcane,4.0,1801,28,320,6.487052220801487,16.0,Mixed Soil,Low,607,Medium Risk,2,2,62
Gujarat,Vadodara,Bajra,4.0,10901,30,830,7.577974912694035,16.0,Mixed Soil,Low,493,High Risk,3,3,84
Gujarat,Vadodara,Groundnut,4.0,1701,30,830,9.561539342561703,16.0,Mixed Soil,Low,378,High Risk,3,3,93
Gujarat,Vadodara,Jowar,4.0,10201,30,830,9.373239660125744,16.0,Mixed Soil,Low,342,High Risk,3,3,89
Gujarat,Vadodara,Maize,4.0,50401,30,830,4.109522331647809,16.0,Mixed Soil,Low,480,High Risk,3,3,84
Gujarat,Vadodara,Rice,4.0,47201,30,830,8.11317503769315,16.0,Mixed Soil,Low,373,High Risk,3,3,97
Gujarat,Vadodara,Jowar,4.0,6101,25,18,2.35204164211596,16.0,Mixed Soil,Low,859,Very Low Risk,0,0,10
Gujarat,Vadodara,Wheat,4.0,16101,25,18,7.715585657530694,16.0,Mixed Soil,Low,877,Very Low Risk,0,0,7
Gujarat,Vadodara,Bajra,4.0,3301,31,145,6.972677741646876,16.0,Mixed Soil,Low,717,Low Risk,1,1,33
Gujarat,Vadodara,Groundnut,4.0,12401,31,145,9.586256285805275,16.0,Mixed Soil,Low,730,Low Risk,1,1,32
Gujarat,Vadodara,Sugarcane,4.0,2701,28,331,2.029721369565209,16.0,Mixed Soil,Low,525,Medium Risk,2,2,57
Gujarat,Vadodara,Bajra,4.0,7701,29,838,4.973390217835765,16.0,Mixed Soil,Low,323,High Risk,3,3,87
Gujarat,Vadodara,Groundnut,4.0,1701,29,838,9.48196240970666,16.0,Mixed Soil,Low,308,High Risk,3,3,93
Gujarat,Vadodara,Jowar,4.0,4201,29,838,4.00577435747646,16.0,Mixed Soil,Low,301,High Risk,3,3,87
Gujarat,Vadodara,Maize,4.0,52001,29,838,2.6350457762084,16.0,Mixed Soil,Low,342,High Risk,3,3,95
Gujarat,Vadodara,Rice,4.0,52101,29,838,3.3301096157830523,16.0,Mixed Soil,Low,377,High Risk,3,3,92
Gujarat,Vadodara,Jowar,4.0,7301,24,19,8.532442270123521,16.0,Mixed Soil,Low,893,Very Low Risk,0,0,3
Gujarat,Vadodara,Wheat,4.0,16001,24,19,9.296109548193892,16.0,Mixed Soil,Low,852,Very Low Risk,0,0,10
Gujarat,Vadodara,Bajra,4.0,2901,31,131,9.765036963978911,16.0,Mixed Soil,Low,827,Low Risk,1,1,25
Gujarat,Vadodara,Groundnut,4.0,13601,31,131,5.722782244134752,16.0,Mixed Soil,Low,711,Low Risk,1,1,25
Gujarat,Vadodara,Sugarcane,4.0,2301,28,329,4.67870616775136,16.0,Mixed Soil,Low,628,Medium Risk,2,2,50
Gujarat,Vadodara,Bajra,4.0,7101,31,816,2.197953278630344,16.0,Mixed Soil,Low,490,High Risk,3,3,78
Gujarat,Vadodara,Groundnut,4.0,1001,31,816,6.04215852601005,16.0,Mixed Soil,Low,334,High Risk,3,3,89
Gujarat,Vadodara,Jowar,4.0,2801,31,816,8.138221449818687,16.0,Mixed Soil,Low,493,High Risk,3,3,72
Gujarat,Vadodara,Maize,4.0,52701,31,816,3.1347621325092883,16.0,Mixed Soil,Low,355,High Risk,3,3,97
Gujarat,Vadodara,Rice,4.0,53101,31,816,8.935505114927594,16.0,Mixed Soil,Low,317,High Risk,3,3,98
Gujarat,Vadodara,Jowar,4.0,5401,24,18,3.3892873351423347,16.0,Mixed Soil,Low,864,Very Low Risk,0,0,1
Gujarat,Vadodara,Wheat,4.0,15701,24,18,4.672798228973704,16.0,Mixed Soil,Low,854,Very Low Risk,0,0,7
Gujarat,Vadodara,Bajra,4.0,3801,31,143,7.513520428110604,16.0,Mixed Soil,Low,822,Low Risk,1,1,27
Gujarat,Vadodara,Groundnut,4.0,10101,31,143,9.081299080669908,16.0,Mixed Soil,Low,724,Low Risk,1,1,32
Gujarat,Vadodara,Sugarcane,4.0,2401,28,326,9.642604799188447,16.0,Mixed Soil,Low,625,Medium Risk,2,2,59
Gujarat,Vadodara,Bajra,4.0,7201,30,834,7.372438600813713,16.0,Mixed Soil,Low,494,High Risk,3,3,82
Gujarat,Vadodara,Groundnut,4.0,1701,30,834,5.987581325682631,16.0,Mixed Soil,Low,459,High Risk,3,3,72
Gujarat,Vadodara,Jowar,4.0,5301,30,834,7.158416123384333,16.0,Mixed Soil,Low,410,High Risk,3,3,75
Gujarat,Vadodara,Maize,4.0,53101,30,834,3.7352864875805,16.0,Mixed Soil,Low,392,High Risk,3,3,96
Gujarat,Vadodara,Rice,4.0,49501,30,834,5.358048415587425,16.0,Mixed Soil,Low,487,High Risk,3,3,78
Gujarat,Vadodara,Jowar,4.0,5001,24,17,3.499618447898212,16.0,Mixed Soil,Low,862,Very Low Risk,0,0,14
Gujarat,Vadodara,Wheat,4.0,23501,24,17,4.309242382991857,16.0,Mixed Soil,Low,900,Very Low Risk,0,0,8
Gujarat,Vadodara,Bajra,4.0,4401,32,158,2.868005766213225,16.0,Mixed Soil,Low,848,Low Risk,1,1,26
Gujarat,Vadodara,Groundnut,4.0,9301,32,158,4.952256504840946,16.0,Mixed Soil,Low,777,Low Risk,1,1,29
Gujarat,Vadodara,Sugarcane,4.0,3201,28,336,2.0489707425454915,16.0,Mixed Soil,Low,502,Medium Risk,2,2,61
Gujarat,Vadodara,Bajra,4.0,6501,29,828,4.056148352474054,16.0,Mixed Soil,Low,441,High Risk,3,3,82
Gujarat,Vadodara,Groundnut,4.0,1101,29,828,8.795830132535055,16.0,Mixed Soil,Low,329,High Risk,3,3,90
Gujarat,Vadodara,Jowar,4.0,1901,29,828,5.800083583391578,16.0,Mixed Soil,Low,330,High Risk,3,3,89
Gujarat,Vadodara,Maize,4.0,51801,29,828,8.058873959395921,16.0,Mixed Soil,Low,357,High Risk,3,3,92
Gujarat,Vadodara,Rice,4.0,61401,29,828,6.365176270012185,16.0,Mixed Soil,Low,327,High Risk,3,3,98
Gujarat,Vadodara,Jowar,4.0,4801,24,19,5.293102737793765,16.0,Mixed Soil,Low,873,Very Low Risk,0,0,4
Gujarat,Vadodara,Wheat,4.0,30101,24,19,4.562988887292015,16.0,Mixed Soil,Low,758,Low Risk,1,1,33
Gujarat,Vadodara,Bajra,4.0,4801,30,149,3.823986288248425,16.0,Mixed Soil,Low,704,Low Risk,1,1,32
Gujarat,Vadodara,Groundnut,4.0,16001,30,149,5.396645268245379,16.0,Mixed Soil,Low,777,Low Risk,1,1,33
Gujarat,Vadodara,Sugarcane,4.0,3901,28,332,7.038996240968779,16.0,Mixed Soil,Low,389,High Risk,3,3,89
Gujarat,Vadodara,Bajra,4.0,7901,30,824,4.920846858251973,16.0,Mixed Soil,Low,403,High Risk,3,3,77
Gujarat,Vadodara,Groundnut,4.0,1901,30,824,8.505497355415429,16.0,Mixed Soil,Low,415,High Risk,3,3,74
Gujarat,Vadodara,Jowar,4.0,1701,30,824,8.297784569983854,16.0,Mixed Soil,Low,472,High Risk,3,3,71
Gujarat,Vadodara,Maize,4.0,48601,30,824,6.692421181536004,16.0,Mixed Soil,Low,354,High Risk,3,3,88
Gujarat,Vadodara,Rice,4.0,60401,30,824,4.008809534442692,16.0,Mixed Soil,Low,368,High Risk,3,3,87
Gujarat,Vadodara,Jowar,4.0,3101,24,20,2.408580872622787,16.0,Mixed Soil,Low,874,Very Low Risk,0,0,5
Gujarat,Vadodara,Wheat,4.0,24401,24,20,9.117210174904452,16.0,Mixed Soil,Low,894,Very Low Risk,0,0,10
Gujarat,Vadodara,Bajra,4.0,3701,31,130,9.133042746247586,16.0,Mixed Soil,Low,734,Low Risk,1,1,33
Gujarat,Vadodara,Groundnut,4.0,14601,31,130,5.7273260440135925,16.0,Mixed Soil,Low,792,Low Risk,1,1,22
